log_id,user_id,date,day_of_week,is_weekend,time_of_day,app_name,tab_or_content_name,category,content_type,time_watched_min,session_count,avg_session_length_min,device_type,opened_via_notification,app_switches_during_session,addiction_score,addictive_label,prev_day_same_app_usage_min,daily_total_screen_time_min,daily_quality_score,weekly_total_screen_time_min,user_profile,iso_week
2717,U137,2026-06-15,Monday,False,Afternoon,Khan Academy,,Study,Video,65.9,3,22.0,Mobile,False,0,14.2,Non-addictive,21.1,669.9,12.6,3061.8,heavy_addictive,25
2718,U137,2026-06-15,Monday,False,Evening,YouTube,Music Video Mix,Entertainment,Video,112.8,2,56.4,Mobile,True,3,100.0,Addictive,81.2,669.9,12.6,3061.8,heavy_addictive,25
2719,U137,2026-06-15,Monday,False,Evening,PUBG Mobile,,Games,Game,195.5,3,65.2,Desktop,True,3,100.0,Addictive,22.0,669.9,12.6,3061.8,heavy_addictive,25
2720,U137,2026-06-15,Monday,False,Afternoon,Duolingo,,Skill-Development,App,11.0,1,11.0,Mobile,False,0,29.3,Non-addictive,46.3,669.9,12.6,3061.8,heavy_addictive,25
2721,U138,2026-06-15,Monday,False,Morning,TikTok,For You Feed,Entertainment,Video,19.5,1,19.5,Desktop,True,1,52.5,Addictive,65.7,19.5,0.0,242.6,light_user,25
2722,U139,2026-06-15,Monday,False,Morning,Duolingo,,Skill-Development,App,17.7,1,17.7,Tablet,False,0,22.9,Non-addictive,7.9,129.9,86.3,1076.6,balanced,25
2723,U139,2026-06-15,Monday,False,Morning,Chrome,gmail,Productivity,Webmail,57.5,2,28.8,Desktop,False,1,7.3,Non-addictive,24.9,129.9,86.3,1076.6,balanced,25
2724,U139,2026-06-15,Monday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,15.2,2,7.6,Desktop,False,1,29.2,Non-addictive,41.6,129.9,86.3,1076.6,balanced,25
2725,U139,2026-06-15,Monday,False,Night,Snapchat,Stories,Social Media,Video,17.8,4,4.5,Mobile,True,3,69.1,Addictive,89.0,129.9,86.3,1076.6,balanced,25
2726,U139,2026-06-15,Monday,False,Morning,WhatsApp,Family Group,Communication,Chat,21.7,1,21.7,Desktop,False,4,10.0,Non-addictive,7.3,129.9,86.3,1076.6,balanced,25
2727,U100,2026-06-16,Tuesday,False,Evening,Free Fire,,Games,Game,78.0,2,39.0,Mobile,True,5,88.8,Addictive,24.9,116.2,32.9,1307.7,balanced,25
2728,U100,2026-06-16,Tuesday,False,Evening,WhatsApp,Family Group,Communication,Chat,21.4,3,7.1,Desktop,False,2,1.3,Non-addictive,16.4,116.2,32.9,1307.7,balanced,25
2729,U100,2026-06-16,Tuesday,False,Afternoon,Khan Academy,,Study,Video,16.8,1,16.8,Mobile,True,2,13.8,Non-addictive,10.3,116.2,32.9,1307.7,balanced,25
2730,U101,2026-06-16,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,17.2,1,17.2,Mobile,False,1,13.0,Non-addictive,16.7,110.5,100.0,716.6,productive,25
2731,U101,2026-06-16,Tuesday,False,Evening,Duolingo,,Skill-Development,App,23.8,1,23.8,Mobile,False,4,11.6,Non-addictive,9.6,110.5,100.0,716.6,productive,25
2732,U101,2026-06-16,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,9.1,3,3.0,Mobile,False,1,5.2,Non-addictive,4.3,110.5,100.0,716.6,productive,25
2733,U101,2026-06-16,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,24.2,1,24.2,Mobile,False,1,0.0,Non-addictive,19.6,110.5,100.0,716.6,productive,25
2734,U101,2026-06-16,Tuesday,False,Morning,Free Fire,,Games,Game,36.2,2,18.1,Mobile,False,2,44.4,Non-addictive,30.6,110.5,100.0,716.6,productive,25
2735,U102,2026-06-16,Tuesday,False,Late Night,Instagram,DM Chats,Social Media,Chat,25.4,1,25.4,Tablet,False,1,12.6,Non-addictive,48.4,25.4,100.0,351.5,light_user,25
2736,U103,2026-06-16,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,13.0,1,13.0,Mobile,False,1,27.7,Non-addictive,53.4,216.3,6.0,987.7,balanced,25
2737,U103,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,53.1,2,26.5,Mobile,True,2,74.2,Addictive,32.9,216.3,6.0,987.7,balanced,25
2738,U103,2026-06-16,Tuesday,False,Afternoon,Candy Crush,,Games,Game,58.9,3,19.6,Mobile,False,5,68.7,Addictive,112.5,216.3,6.0,987.7,balanced,25
2739,U103,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,39.1,6,6.5,Mobile,True,4,83.7,Addictive,53.1,216.3,6.0,987.7,balanced,25
2740,U103,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,52.2,5,10.4,Mobile,True,7,82.9,Addictive,39.1,216.3,6.0,987.7,balanced,25
2741,U104,2026-06-16,Tuesday,False,Afternoon,Instagram,Reels Feed,Social Media,Video,118.7,4,29.7,Tablet,False,6,100.0,Addictive,12.1,296.7,10.4,2962.0,heavy_addictive,25
2742,U104,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,66.5,1,66.5,Tablet,False,4,100.0,Addictive,46.4,296.7,10.4,2962.0,heavy_addictive,25
2743,U104,2026-06-16,Tuesday,False,Late Night,VSCode,,Skill-Development,Code,14.5,1,14.5,Mobile,False,2,19.7,Non-addictive,21.0,296.7,10.4,2962.0,heavy_addictive,25
2744,U104,2026-06-16,Tuesday,False,Morning,Chrome,pornweb,Pornographic,Website,80.7,1,80.7,Mobile,False,3,100.0,Addictive,82.5,296.7,10.4,2962.0,heavy_addictive,25
2745,U104,2026-06-16,Tuesday,False,Morning,Notion,,Productivity,Notes,13.1,1,13.1,Desktop,True,2,2.3,Non-addictive,17.4,296.7,10.4,2962.0,heavy_addictive,25
2746,U104,2026-06-16,Tuesday,False,Night,WhatsApp,Family Group,Communication,Chat,3.2,1,3.2,Mobile,False,1,24.7,Non-addictive,5.3,296.7,10.4,2962.0,heavy_addictive,25
2747,U105,2026-06-16,Tuesday,False,Morning,YouTube,News Roundup,News,Video,18.4,1,18.4,Desktop,False,3,48.0,Non-addictive,100.1,129.6,59.0,2253.5,heavy_addictive,25
2748,U105,2026-06-16,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,53.2,4,13.3,Desktop,False,6,100.0,Addictive,209.7,129.6,59.0,2253.5,heavy_addictive,25
2749,U105,2026-06-16,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,8.3,1,8.3,Desktop,False,0,25.2,Non-addictive,18.4,129.6,59.0,2253.5,heavy_addictive,25
2750,U105,2026-06-16,Tuesday,False,Morning,Coursera,,Study,Video,10.1,2,5.1,Desktop,False,0,32.4,Non-addictive,24.7,129.6,59.0,2253.5,heavy_addictive,25
2751,U105,2026-06-16,Tuesday,False,Night,Duolingo,,Skill-Development,App,7.0,1,7.0,Desktop,False,1,22.6,Non-addictive,13.5,129.6,59.0,2253.5,heavy_addictive,25
2752,U105,2026-06-16,Tuesday,False,Morning,YouTube,News Roundup,News,Video,15.3,1,15.3,Desktop,False,2,45.3,Non-addictive,8.3,129.6,59.0,2253.5,heavy_addictive,25
2753,U105,2026-06-16,Tuesday,False,Night,Spotify,Chill Playlist,Entertainment,Audio,17.3,1,17.3,Tablet,True,2,38.1,Non-addictive,5.2,129.6,59.0,2253.5,heavy_addictive,25
2754,U106,2026-06-16,Tuesday,False,Morning,Notion,,Productivity,Notes,10.3,3,3.4,Tablet,False,2,13.4,Non-addictive,22.2,141.9,87.5,3064.2,heavy_addictive,25
2755,U106,2026-06-16,Tuesday,False,Afternoon,Chrome,random-blog,Entertainment,Website,40.2,2,20.1,Mobile,False,0,34.5,Non-addictive,107.7,141.9,87.5,3064.2,heavy_addictive,25
2756,U106,2026-06-16,Tuesday,False,Evening,WhatsApp,Family Group,Communication,Chat,47.4,2,23.7,Desktop,False,1,22.7,Non-addictive,26.7,141.9,87.5,3064.2,heavy_addictive,25
2757,U106,2026-06-16,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,15.0,2,7.5,Mobile,False,0,16.7,Non-addictive,14.3,141.9,87.5,3064.2,heavy_addictive,25
2758,U106,2026-06-16,Tuesday,False,Afternoon,YouTube,Cooking Recipe,Self-Improvement,Video,11.3,1,11.3,Mobile,False,1,34.5,Non-addictive,121.5,141.9,87.5,3064.2,heavy_addictive,25
2759,U106,2026-06-16,Tuesday,False,Evening,PUBG Mobile,,Games,Game,17.7,4,4.4,Mobile,False,3,100.0,Addictive,119.1,141.9,87.5,3064.2,heavy_addictive,25
2760,U107,2026-06-16,Tuesday,False,Morning,Instagram,Reels Feed,Social Media,Video,13.2,1,13.2,Mobile,False,1,40.6,Non-addictive,55.8,95.3,100.0,640.7,productive,25
2761,U107,2026-06-16,Tuesday,False,Afternoon,Notion,,Productivity,Notes,20.9,2,10.5,Mobile,False,2,17.1,Non-addictive,4.1,95.3,100.0,640.7,productive,25
2762,U107,2026-06-16,Tuesday,False,Morning,TikTok,For You Feed,Entertainment,Video,11.8,1,11.8,Mobile,False,1,37.1,Non-addictive,54.8,95.3,100.0,640.7,productive,25
2763,U107,2026-06-16,Tuesday,False,Afternoon,YouTube,Yoga Tutorial,Self-Improvement,Video,8.2,2,4.1,Desktop,False,1,2.5,Non-addictive,50.2,95.3,100.0,640.7,productive,25
2764,U107,2026-06-16,Tuesday,False,Afternoon,Notion,,Productivity,Notes,41.2,4,10.3,Desktop,False,0,0.0,Non-addictive,20.9,95.3,100.0,640.7,productive,25
2765,U108,2026-06-16,Tuesday,False,Evening,Coursera,,Study,Video,11.0,1,11.0,Desktop,False,2,16.1,Non-addictive,8.6,54.5,100.0,926.8,balanced,25
2766,U108,2026-06-16,Tuesday,False,Evening,Khan Academy,,Study,Video,6.6,1,6.6,Mobile,True,2,17.1,Non-addictive,19.7,54.5,100.0,926.8,balanced,25
2767,U108,2026-06-16,Tuesday,False,Afternoon,Duolingo,,Skill-Development,App,5.5,1,5.5,Tablet,False,1,16.0,Non-addictive,,54.5,100.0,926.8,balanced,25
2768,U108,2026-06-16,Tuesday,False,Evening,Chrome,gmail,Productivity,Webmail,31.4,2,15.7,Desktop,False,0,9.2,Non-addictive,5.4,54.5,100.0,926.8,balanced,25
2769,U109,2026-06-16,Tuesday,False,Afternoon,Coursera,,Study,Video,9.5,1,9.5,Tablet,True,1,1.0,Non-addictive,32.9,9.5,100.0,313.1,light_user,25
2770,U110,2026-06-16,Tuesday,False,Afternoon,Candy Crush,,Games,Game,19.1,2,9.5,Mobile,True,2,100.0,Addictive,52.7,305.2,14.7,2312.2,heavy_addictive,25
2771,U110,2026-06-16,Tuesday,False,Afternoon,Candy Crush,,Games,Game,124.7,1,124.7,Mobile,True,5,100.0,Addictive,19.1,305.2,14.7,2312.2,heavy_addictive,25
2772,U110,2026-06-16,Tuesday,False,Afternoon,Netflix,TV Series Binge,Entertainment,Video,87.5,1,87.5,Mobile,True,1,100.0,Addictive,13.5,305.2,14.7,2312.2,heavy_addictive,25
2773,U110,2026-06-16,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,10.8,1,10.8,Desktop,False,0,20.8,Non-addictive,29.0,305.2,14.7,2312.2,heavy_addictive,25
2774,U110,2026-06-16,Tuesday,False,Evening,VSCode,,Skill-Development,Code,14.2,4,3.5,Desktop,False,0,14.9,Non-addictive,10.8,305.2,14.7,2312.2,heavy_addictive,25
2775,U110,2026-06-16,Tuesday,False,Morning,VSCode,,Skill-Development,Code,20.0,2,10.0,Mobile,False,1,15.2,Non-addictive,14.2,305.2,14.7,2312.2,heavy_addictive,25
2776,U110,2026-06-16,Tuesday,False,Evening,Chrome,pornweb,Pornographic,Website,28.9,2,14.4,Mobile,False,4,100.0,Addictive,19.6,305.2,14.7,2312.2,heavy_addictive,25
2777,U111,2026-06-16,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,3.0,1,3.0,Desktop,False,0,18.0,Non-addictive,33.5,20.8,100.0,609.0,productive,25
2778,U111,2026-06-16,Tuesday,False,Afternoon,Duolingo,,Skill-Development,App,9.8,2,4.9,Mobile,True,0,2.3,Non-addictive,42.5,20.8,100.0,609.0,productive,25
2779,U111,2026-06-16,Tuesday,False,Morning,Chrome,news-site,News,Website,3.0,1,3.0,Mobile,False,1,8.7,Non-addictive,19.8,20.8,100.0,609.0,productive,25
2780,U111,2026-06-16,Tuesday,False,Afternoon,Candy Crush,,Games,Game,5.0,1,5.0,Desktop,False,1,43.9,Non-addictive,30.4,20.8,100.0,609.0,productive,25
2781,U112,2026-06-16,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,13.4,1,13.4,Desktop,False,0,13.0,Non-addictive,27.6,67.1,100.0,578.4,productive,25
2782,U112,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,7.9,1,7.9,Tablet,False,0,35.1,Non-addictive,21.7,67.1,100.0,578.4,productive,25
2783,U112,2026-06-16,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,17.4,1,17.4,Desktop,False,0,9.7,Non-addictive,13.4,67.1,100.0,578.4,productive,25
2784,U112,2026-06-16,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,28.4,2,14.2,Mobile,False,2,12.1,Non-addictive,5.7,67.1,100.0,578.4,productive,25
2785,U113,2026-06-16,Tuesday,False,Afternoon,Chrome,random-blog,Entertainment,Website,5.1,1,5.1,Mobile,True,0,36.9,Non-addictive,8.7,466.1,3.0,2412.3,heavy_addictive,25
2786,U113,2026-06-16,Tuesday,False,Evening,Instagram,Reels Feed,Social Media,Video,30.7,3,10.2,Mobile,False,1,100.0,Addictive,30.2,466.1,3.0,2412.3,heavy_addictive,25
2787,U113,2026-06-16,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,63.0,3,21.0,Mobile,True,3,100.0,Addictive,150.1,466.1,3.0,2412.3,heavy_addictive,25
2788,U113,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,60.2,4,15.1,Tablet,True,3,100.0,Addictive,85.9,466.1,3.0,2412.3,heavy_addictive,25
2789,U113,2026-06-16,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,151.9,3,50.6,Mobile,True,3,93.9,Addictive,63.0,466.1,3.0,2412.3,heavy_addictive,25
2790,U113,2026-06-16,Tuesday,False,Night,PUBG Mobile,,Games,Game,146.4,1,146.4,Mobile,True,8,100.0,Addictive,41.4,466.1,3.0,2412.3,heavy_addictive,25
2791,U113,2026-06-16,Tuesday,False,Afternoon,Coursera,,Study,Video,8.8,1,8.8,Desktop,False,1,13.7,Non-addictive,45.4,466.1,3.0,2412.3,heavy_addictive,25
2792,U114,2026-06-16,Tuesday,False,Evening,Candy Crush,,Games,Game,126.3,5,25.3,Desktop,True,6,100.0,Addictive,75.9,261.2,21.8,2507.4,heavy_addictive,25
2793,U114,2026-06-16,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,6.8,3,2.3,Desktop,False,1,23.1,Non-addictive,33.4,261.2,21.8,2507.4,heavy_addictive,25
2794,U114,2026-06-16,Tuesday,False,Evening,Duolingo,,Skill-Development,App,40.8,1,40.8,Desktop,False,0,27.7,Non-addictive,61.5,261.2,21.8,2507.4,heavy_addictive,25
2795,U114,2026-06-16,Tuesday,False,Morning,Spotify,Chill Playlist,Entertainment,Audio,3.7,3,1.2,Mobile,False,1,25.4,Non-addictive,6.8,261.2,21.8,2507.4,heavy_addictive,25
2796,U114,2026-06-16,Tuesday,False,Morning,Netflix,Documentary,Self-Improvement,Video,5.7,2,2.9,Mobile,False,2,32.6,Non-addictive,74.3,261.2,21.8,2507.4,heavy_addictive,25
2797,U114,2026-06-16,Tuesday,False,Evening,PUBG Mobile,,Games,Game,26.6,1,26.6,Mobile,True,5,100.0,Addictive,91.4,261.2,21.8,2507.4,heavy_addictive,25
2798,U114,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,51.3,4,12.8,Desktop,False,2,100.0,Addictive,46.4,261.2,21.8,2507.4,heavy_addictive,25
2799,U115,2026-06-16,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,43.8,1,43.8,Mobile,False,0,29.3,Non-addictive,21.2,558.7,14.5,3074.9,heavy_addictive,25
2800,U115,2026-06-16,Tuesday,False,Evening,YouTube,Prank Compilation,Entertainment,Video,131.1,2,65.6,Desktop,True,3,100.0,Addictive,12.9,558.7,14.5,3074.9,heavy_addictive,25
2801,U115,2026-06-16,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,6.1,1,6.1,Tablet,False,0,17.2,Non-addictive,5.7,558.7,14.5,3074.9,heavy_addictive,25
2802,U115,2026-06-16,Tuesday,False,Afternoon,Duolingo,,Skill-Development,App,8.0,1,8.0,Desktop,True,0,28.2,Non-addictive,4.9,558.7,14.5,3074.9,heavy_addictive,25
2803,U115,2026-06-16,Tuesday,False,Night,Netflix,TV Series Binge,Entertainment,Video,242.6,3,80.9,Mobile,True,4,100.0,Addictive,38.5,558.7,14.5,3074.9,heavy_addictive,25
2804,U115,2026-06-16,Tuesday,False,Night,Free Fire,,Games,Game,74.4,2,37.2,Desktop,True,3,100.0,Addictive,17.4,558.7,14.5,3074.9,heavy_addictive,25
2805,U115,2026-06-16,Tuesday,False,Morning,Chrome,news-site,News,Website,23.2,1,23.2,Desktop,False,0,25.8,Non-addictive,85.0,558.7,14.5,3074.9,heavy_addictive,25
2806,U115,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,29.5,4,7.4,Mobile,True,2,100.0,Addictive,43.4,558.7,14.5,3074.9,heavy_addictive,25
2807,U116,2026-06-16,Tuesday,False,Afternoon,Notion,,Productivity,Notes,4.7,5,0.9,Mobile,False,2,13.7,Non-addictive,33.5,212.4,26.6,1121.6,balanced,25
2808,U116,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,68.9,8,8.6,Mobile,True,2,87.1,Addictive,62.8,212.4,26.6,1121.6,balanced,25
2809,U116,2026-06-16,Tuesday,False,Night,Instagram,Reels Feed,Social Media,Video,86.9,4,21.7,Desktop,True,7,68.0,Addictive,19.2,212.4,26.6,1121.6,balanced,25
2810,U116,2026-06-16,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,30.6,3,10.2,Mobile,False,2,27.0,Non-addictive,3.6,212.4,26.6,1121.6,balanced,25
2811,U116,2026-06-16,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,21.3,2,10.6,Mobile,False,0,5.5,Non-addictive,74.8,212.4,26.6,1121.6,balanced,25
2812,U117,2026-06-16,Tuesday,False,Night,Netflix,Documentary,Self-Improvement,Video,17.6,4,4.4,Mobile,False,0,34.3,Non-addictive,7.9,158.8,13.0,1189.6,balanced,25
2813,U117,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,80.1,2,40.1,Desktop,True,4,96.6,Addictive,16.0,158.8,13.0,1189.6,balanced,25
2814,U117,2026-06-16,Tuesday,False,Afternoon,Free Fire,,Games,Game,58.1,6,9.7,Tablet,True,4,86.1,Addictive,54.2,158.8,13.0,1189.6,balanced,25
2815,U117,2026-06-16,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,3.0,1,3.0,Mobile,False,1,6.8,Non-addictive,67.7,158.8,13.0,1189.6,balanced,25
2816,U118,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,15.0,2,7.5,Mobile,True,1,86.7,Addictive,88.3,158.9,0.0,915.4,balanced,25
2817,U118,2026-06-16,Tuesday,False,Night,YouTube,Pokemon Gameplay,Entertainment,Video,92.7,1,92.7,Mobile,False,2,77.7,Addictive,21.5,158.9,0.0,915.4,balanced,25
2818,U118,2026-06-16,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,32.8,1,32.8,Tablet,False,2,71.6,Addictive,47.5,158.9,0.0,915.4,balanced,25
2819,U118,2026-06-16,Tuesday,False,Evening,Free Fire,,Games,Game,18.4,2,9.2,Mobile,True,3,82.0,Addictive,60.5,158.9,0.0,915.4,balanced,25
2820,U119,2026-06-16,Tuesday,False,Evening,YouTube,Pokemon Gameplay,Entertainment,Video,55.2,10,5.5,Mobile,True,8,66.6,Addictive,21.9,150.3,0.0,705.1,balanced,25
2821,U119,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,13.4,1,13.4,Desktop,False,7,88.0,Addictive,17.3,150.3,0.0,705.1,balanced,25
2822,U119,2026-06-16,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,40.9,3,13.6,Desktop,True,4,91.6,Addictive,13.4,150.3,0.0,705.1,balanced,25
2823,U119,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,40.8,2,20.4,Desktop,False,2,87.8,Addictive,40.9,150.3,0.0,705.1,balanced,25
2824,U120,2026-06-16,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,18.0,1,18.0,Desktop,False,3,10.1,Non-addictive,13.8,172.9,53.6,814.5,balanced,25
2825,U120,2026-06-16,Tuesday,False,Afternoon,YouTube,Yoga Tutorial,Self-Improvement,Video,59.1,3,19.7,Mobile,False,0,20.6,Non-addictive,31.4,172.9,53.6,814.5,balanced,25
2826,U120,2026-06-16,Tuesday,False,Evening,YouTube,Music Video Mix,Entertainment,Video,80.3,6,13.4,Mobile,True,3,57.7,Addictive,59.1,172.9,53.6,814.5,balanced,25
2827,U120,2026-06-16,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,15.5,1,15.5,Mobile,True,2,17.5,Non-addictive,18.0,172.9,53.6,814.5,balanced,25
2828,U121,2026-06-16,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,3.0,1,3.0,Mobile,False,2,15.6,Non-addictive,8.1,314.7,8.1,2351.6,heavy_addictive,25
2829,U121,2026-06-16,Tuesday,False,Afternoon,Candy Crush,,Games,Game,100.5,2,50.3,Mobile,True,9,100.0,Addictive,161.0,314.7,8.1,2351.6,heavy_addictive,25
2830,U121,2026-06-16,Tuesday,False,Night,Netflix,TV Series Binge,Entertainment,Video,13.2,3,4.4,Desktop,False,5,100.0,Addictive,5.5,314.7,8.1,2351.6,heavy_addictive,25
2831,U121,2026-06-16,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,175.5,4,43.9,Mobile,True,7,100.0,Addictive,78.3,314.7,8.1,2351.6,heavy_addictive,25
2832,U121,2026-06-16,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,9.8,3,3.3,Desktop,False,0,22.4,Non-addictive,3.0,314.7,8.1,2351.6,heavy_addictive,25
2833,U121,2026-06-16,Tuesday,False,Afternoon,Coursera,,Study,Video,12.7,1,12.7,Mobile,False,0,24.4,Non-addictive,9.3,314.7,8.1,2351.6,heavy_addictive,25
2834,U122,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,20.7,1,20.7,Mobile,True,2,81.3,Addictive,42.7,119.3,5.0,848.4,balanced,25
2835,U122,2026-06-16,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,3.0,1,3.0,Mobile,False,2,22.0,Non-addictive,58.3,119.3,5.0,848.4,balanced,25
2836,U122,2026-06-16,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,92.6,3,30.9,Mobile,True,6,68.6,Addictive,33.5,119.3,5.0,848.4,balanced,25
2837,U122,2026-06-16,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,3.0,1,3.0,Mobile,False,2,7.8,Non-addictive,34.1,119.3,5.0,848.4,balanced,25
2838,U123,2026-06-16,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,17.2,1,17.2,Tablet,True,1,10.0,Non-addictive,3.8,204.4,34.0,1430.9,balanced,25
2839,U123,2026-06-16,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,60.7,1,60.7,Mobile,True,2,71.0,Addictive,30.9,204.4,34.0,1430.9,balanced,25
2840,U123,2026-06-16,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,74.3,4,18.6,Desktop,True,2,88.1,Addictive,14.8,204.4,34.0,1430.9,balanced,25
2841,U123,2026-06-16,Tuesday,False,Evening,Instagram,DM Chats,Social Media,Chat,17.1,1,17.1,Mobile,True,0,22.8,Non-addictive,100.5,204.4,34.0,1430.9,balanced,25
2842,U123,2026-06-16,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,35.1,1,35.1,Desktop,False,0,16.9,Non-addictive,3.0,204.4,34.0,1430.9,balanced,25
2843,U124,2026-06-16,Tuesday,False,Afternoon,Duolingo,,Skill-Development,App,20.7,2,10.4,Desktop,False,2,13.9,Non-addictive,6.7,144.0,16.8,1309.9,balanced,25
2844,U124,2026-06-16,Tuesday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,3.5,1,3.5,Mobile,False,2,19.6,Non-addictive,13.4,144.0,16.8,1309.9,balanced,25
2845,U124,2026-06-16,Tuesday,False,Evening,Free Fire,,Games,Game,119.8,8,15.0,Desktop,False,8,84.9,Addictive,56.5,144.0,16.8,1309.9,balanced,25
2846,U125,2026-06-16,Tuesday,False,Evening,PUBG Mobile,,Games,Game,3.0,2,1.5,Desktop,True,4,54.7,Addictive,20.3,6.0,50.0,234.8,light_user,25
2847,U125,2026-06-16,Tuesday,False,Morning,YouTube,Pokemon Gameplay,Entertainment,Video,3.0,1,3.0,Mobile,False,1,41.2,Non-addictive,76.8,6.0,50.0,234.8,light_user,25
2848,U126,2026-06-16,Tuesday,False,Evening,Instagram,Reels Feed,Social Media,Video,81.7,7,11.7,Desktop,True,2,100.0,Addictive,67.8,424.3,7.8,3194.3,heavy_addictive,25
2849,U126,2026-06-16,Tuesday,False,Morning,Instagram,DM Chats,Social Media,Chat,20.1,1,20.1,Mobile,False,1,31.6,Non-addictive,81.7,424.3,7.8,3194.3,heavy_addictive,25
2850,U126,2026-06-16,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,13.0,2,6.5,Desktop,True,1,18.2,Non-addictive,27.3,424.3,7.8,3194.3,heavy_addictive,25
2851,U126,2026-06-16,Tuesday,False,Evening,PUBG Mobile,,Games,Game,39.4,1,39.4,Desktop,False,8,100.0,Addictive,139.2,424.3,7.8,3194.3,heavy_addictive,25
2852,U126,2026-06-16,Tuesday,False,Night,Netflix,TV Series Binge,Entertainment,Video,216.1,5,43.2,Mobile,False,5,100.0,Addictive,87.7,424.3,7.8,3194.3,heavy_addictive,25
2853,U126,2026-06-16,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,54.0,5,10.8,Mobile,True,2,97.0,Addictive,102.4,424.3,7.8,3194.3,heavy_addictive,25
2854,U127,2026-06-16,Tuesday,False,Afternoon,Snapchat,Stories,Social Media,Video,49.3,1,49.3,Mobile,False,5,59.4,Addictive,69.4,154.9,9.4,1096.5,balanced,25
2855,U127,2026-06-16,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,91.0,2,45.5,Mobile,True,5,53.0,Addictive,49.3,154.9,9.4,1096.5,balanced,25
2856,U127,2026-06-16,Tuesday,False,Morning,YouTube,Study Lecture - Physics,Study,Video,14.6,2,7.3,Desktop,False,0,16.8,Non-addictive,4.2,154.9,9.4,1096.5,balanced,25
2857,U128,2026-06-16,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,28.5,2,14.3,Mobile,False,0,23.9,Non-addictive,30.5,316.7,25.6,1103.9,balanced,25
2858,U128,2026-06-16,Tuesday,False,Evening,Candy Crush,,Games,Game,23.9,2,12.0,Tablet,False,5,80.1,Addictive,23.5,316.7,25.6,1103.9,balanced,25
